run	new_data_in_words	PN_size	testset	spearman_before	spearman_after	sp_diff	time-taken	w2v-score	w2v_testset
78	1000000	10000	3000	0.21155648168915325	0.30026277467781143	0.08870629298865818	568.189731836319	0.5381398124831493	3000
79	1000000	10000	3000	0.21197193121717922	0.3019471608428289	0.08997522962564969	566.5859348773956	0.5498272645163084	3000
80	1000000	10000	3000	0.2127444742202839	0.30180100643644986	0.08905653221616597	560.3828446865082	0.5517195346385475	3000
81	1000000	10000	3000	0.21105626367291763	0.30162565517835627	0.09056939150543863	572.4327254295349	0.5521127333998124	3000
82	1000000	10000	3000	0.2117781046521052	0.30440698735877114	0.09262888270666594	577.3901901245117	0.5468068839202798	3000
83	1000000	10000	3000	0.20994939655847292	0.30468564742614856	0.09473625086767565	577.2281913757324	0.5522612877602449	3000
84	1000000	10000	3000	0.21026799404419647	0.3042081434278283	0.09394014938363185	570.9111678600311	0.5519426478175892	3000
85	1000000	10000	3000	0.2102952131611697	0.3056960063862263	0.0954007932250566	581.3414061069489	0.5472357238312158	3000
86	1000000	10000	3000	0.21018769731569406	0.3079409072601067	0.09775320994441264	591.3391389846802	0.5551593730526574	3000
87	1000000	10000	3000	0.2098624929978376	0.30956390378654863	0.09970141078871103	581.3981947898865	0.5518271405105022	3000
88	762760	10000	3000	0.2100819468783606	0.3081618804867769	0.0980799336084163	561.659033536911	0.5509064828318435	3000
